 Wavelength (nm) | Sum        | Al I (2.4e-02) | Al II (4.8e-01) | Al III (3.5e-04) | Ca I (8.5e-03) | Ca II (4.5e-01) | Ca III (4.6e-02) |
     270.34      | 4.969e-4   |                |                 |                  |                |                 | 4.969e-4         |
     270.39      | 5.894e-4   |                |                 |                  |                |                 | 5.894e-4         |
     270.44      | 6.531e-4   |                |                 |                  |                |                 | 6.531e-4         |
     270.49      | 6.758e-4   |                |                 |                  |                |                 | 6.758e-4         |
     270.54      | 6.531e-4   |                |                 |                  |                |                 | 6.531e-4         |
     270.59      | 5.894e-4   |                |                 |                  |                |                 | 5.894e-4         |
     270.64      | 4.969e-4   |                |                 |                  |                |                 | 4.969e-4         |
     270.69      | 3.912e-4   |                |                 |                  |                |                 | 3.912e-4         |
     270.74      | 2.876e-4   |                |                 |                  |                |                 | 2.876e-4         |
     270.79      | 1.975e-4   |                |                 |                  |                |                 | 1.975e-4         |
     270.84      | 1.267e-4   |                |                 |                  |                |                 | 1.267e-4         |
     270.89      | 7.586e-5   |                |                 |                  |                |                 | 7.586e-5         |
     270.94      | 4.244e-5   |                |                 |                  |                |                 | 4.244e-5         |
     270.99      | 2.217e-5   |                |                 |                  |                |                 | 2.217e-5         |
     271.04      | 1.082e-5   |                |                 |                  |                |                 | 1.082e-5         |
     271.09      | 4.930e-6   |                |                 |                  |                |                 | 4.930e-6         |
     271.14      | 2.098e-6   |                |                 |                  |                |                 | 2.098e-6         |
     271.19      | 8.339e-7   |                |                 |                  |                |                 | 8.339e-7         |
     271.24      | 3.096e-7   |                |                 |                  |                |                 | 3.096e-7         |
     271.29      | 1.073e-7   |                |                 |                  |                |                 | 1.073e-7         |
     271.34      | 3.475e-8   |                |                 |                  |                |                 | 3.475e-8         |
     271.39      | 1.051e-8   |                |                 |                  |                |                 | 1.051e-8         |
     271.44      | 2.968e-9   |                |                 |                  |                |                 | 2.968e-9         |
     271.49      | 7.830e-10  |                |                 |                  |                |                 | 7.830e-10        |
     271.54      | 1.929e-10  |                |                 |                  |                |                 | 1.929e-10        |
     271.59      | 4.438e-11  |                |                 |                  |                |                 | 4.438e-11        |
     271.64      | 9.537e-12  |                |                 |                  |                |                 | 9.537e-12        |
     271.69      | 1.914e-12  |                |                 |                  |                |                 | 1.914e-12        |
     271.74      | 3.587e-13  |                |                 |                  |                |                 | 3.587e-13        |
     271.79      | 6.279e-14  |                |                 |                  |                |                 | 6.279e-14        |
     271.84      | 1.027e-14  |                |                 |                  |                |                 | 1.027e-14        |
     271.89      | 1.567e-15  |                |                 |                  |                |                 | 1.567e-15        |
     271.94      | 2.235e-16  |                |                 |                  |                |                 | 2.235e-16        |
     271.99      | 2.977e-17  |                |                 |                  |                |                 | 2.977e-17        |
     272.04      | 3.703e-18  |                |                 |                  |                |                 | 3.703e-18        |
     272.09      | 4.301e-19  |                |                 |                  |                |                 | 4.301e-19        |
     273.54      | 1.556e-24  |                |                 |                  |                |                 | 1.556e-24        |
     273.59      | 1.313e-23  |                |                 |                  |                |                 | 1.313e-23        |
     273.64      | 1.037e-22  |                |                 |                  |                |                 | 1.037e-22        |
     273.69      | 7.667e-22  |                |                 |                  |                |                 | 7.667e-22        |
     273.74      | 5.307e-21  |                |                 |                  |                |                 | 5.307e-21        |
     273.79      | 3.438e-20  |                |                 |                  |                |                 | 3.438e-20        |
     273.84      | 2.085e-19  |                |                 |                  |                |                 | 2.085e-19        |
     273.89      | 1.184e-18  |                |                 |                  |                |                 | 1.184e-18        |
     273.94      | 6.294e-18  |                |                 |                  |                |                 | 6.294e-18        |
     273.99      | 3.131e-17  |                |                 |                  |                |                 | 3.131e-17        |
     274.04      | 1.458e-16  |                |                 |                  |                |                 | 1.458e-16        |
     274.09      | 6.359e-16  |                |                 |                  |                |                 | 6.359e-16        |
     274.14      | 2.595e-15  |                |                 |                  |                |                 | 2.595e-15        |
     274.19      | 9.915e-15  |                |                 |                  |                |                 | 9.915e-15        |
     274.24      | 3.546e-14  |                |                 |                  |                |                 | 3.546e-14        |
     274.29      | 1.187e-13  |                |                 |                  |                |                 | 1.187e-13        |
     274.34      | 3.721e-13  |                |                 |                  |                |                 | 3.721e-13        |
     274.39      | 1.092e-12  |                |                 |                  |                |                 | 1.092e-12        |
     274.44      | 2.998e-12  |                |                 |                  |                |                 | 2.998e-12        |
     274.49      | 7.706e-12  |                |                 |                  |                |                 | 7.706e-12        |
     274.54      | 1.855e-11  |                |                 |                  |                |                 | 1.855e-11        |
     274.59      | 4.178e-11  |                |                 | 9.135e-18        |                |                 | 4.178e-11        |
     274.64      | 8.811e-11  |                |                 | 1.162e-16        |                |                 | 8.811e-11        |
     274.69      | 1.739e-10  |                |                 | 9.680e-16        |                |                 | 1.739e-10        |
     274.74      | 3.214e-10  |                |                 | 7.552e-15        |                |                 | 3.214e-10        |
     274.79      | 5.560e-10  |                |                 | 5.518e-14        |                |                 | 5.560e-10        |
     274.84      | 9.007e-10  |                |                 | 3.777e-13        |                |                 | 9.003e-10        |
     274.89      | 1.367e-9   |                |                 | 2.421e-12        |                |                 | 1.365e-9         |
     274.94      | 1.951e-9   |                |                 | 1.454e-11        |                |                 | 1.937e-9         |
     274.99      | 2.654e-9   |                |                 | 8.175e-11        |                |                 | 2.572e-9         |
     275.04      | 3.629e-9   |                |                 | 4.306e-10        |                |                 | 3.199e-9         |
     275.09      | 5.848e-9   |                |                 | 2.124e-9         |                |                 | 3.723e-9         |
     275.14      | 1.387e-8   |                |                 | 9.816e-9         |                |                 | 4.057e-9         |
     275.19      | 4.662e-8   |                |                 | 4.249e-8         |                |                 | 4.138e-9         |
     275.24      | 1.762e-7   |                |                 | 1.722e-7         |                |                 | 3.951e-9         |
     275.29      | 6.575e-7   |                |                 | 6.539e-7         |                |                 | 3.532e-9         |
     275.34      | 2.328e-6   |                |                 | 2.326e-6         |                |                 | 2.955e-9         |
     275.39      | 7.748e-6   |                |                 | 7.746e-6         |                |                 | 2.315e-9         |
     275.44      | 2.417e-5   |                |                 | 2.417e-5         |                |                 | 1.697e-9         |
     275.49      | 7.062e-5   |                |                 | 7.062e-5         |                |                 | 1.165e-9         |
     275.54      | 1.933e-4   |                |                 | 1.933e-4         |                |                 | 7.486e-10        |
     275.59      | 4.955e-4   |                |                 | 4.955e-4         |                |                 | 4.509e-10        |
     275.64      | 1.190e-3   |                |                 | 1.190e-3         |                |                 | 2.557e-10        |
     275.69      | 2.676e-3   |                |                 | 2.676e-3         |                |                 | 1.397e-10        |
     275.74      | 5.636e-3   |                |                 | 5.636e-3         |                |                 | 8.109e-11        |
     275.79      | 1.112e-2   |                |                 | 1.112e-2         |                |                 | 6.580e-11        |
     275.84      | 2.055e-2   |                |                 | 2.055e-2         |                |                 | 9.029e-11        |
     275.89      | 3.556e-2   |                |                 | 3.556e-2         |                |                 | 1.631e-10        |
     275.94      | 5.765e-2   |                |                 | 5.765e-2         |                |                 | 3.053e-10        |
     275.99      | 8.754e-2   |                |                 | 8.754e-2         |                |                 | 5.517e-10        |
     276.04      | 1.245e-1   |                |                 | 1.245e-1         |                |                 | 9.578e-10        |
     276.09      | 1.658e-1   |                |                 | 1.658e-1         |                |                 | 1.639e-9         |
     276.14      | 2.069e-1   |                |                 | 2.069e-1         |                |                 | 2.917e-9         |
     276.19      | 2.418e-1   |                |                 | 2.418e-1         |                |                 | 5.797e-9         |
     276.24      | 2.647e-1   |                |                 | 2.647e-1         |                |                 | 1.333e-8         |
     276.29      | 2.713e-1   |                |                 | 2.713e-1         |                |                 | 3.417e-8         |
     276.34      | 2.606e-1   |                |                 | 2.606e-1         |                |                 | 9.086e-8         |
     276.39      | 2.343e-1   |                |                 | 2.343e-1         |                |                 | 2.377e-7         |
     276.44      | 1.974e-1   |                |                 | 1.974e-1         |                |                 | 5.947e-7         |
     276.49      | 1.558e-1   |                |                 | 1.558e-1         |                |                 | 1.406e-6         |
     276.54      | 1.151e-1   |                |                 | 1.151e-1         |                |                 | 3.124e-6         |
     276.59      | 7.969e-2   |                |                 | 7.968e-2         |                |                 | 6.515e-6         |
     276.64      | 5.167e-2   |                |                 | 5.166e-2         |                |                 | 1.273e-5         |
     276.69      | 3.139e-2   |                |                 | 3.137e-2         |                |                 | 2.333e-5         |
     276.74      | 1.788e-2   |                |                 | 1.784e-2         |                |                 | 4.004e-5         |
     276.79      | 9.570e-3   |                |                 | 9.505e-3         |                |                 | 6.441e-5         |
     276.84      | 4.840e-3   |                |                 | 4.743e-3         |                |                 | 9.707e-5         |
     276.89      | 2.354e-3   |                |                 | 2.217e-3         |                |                 | 1.371e-4         |
     276.94      | 1.152e-3   |                |                 | 9.703e-4         |                |                 | 1.813e-4         |
     276.99      | 6.226e-4   |                |                 | 3.978e-4         |                |                 | 2.248e-4         |
     277.04      | 4.139e-4   |                |                 | 1.528e-4         |                |                 | 2.611e-4         |
     277.09      | 3.391e-4   |                |                 | 5.496e-5         |                |                 | 2.842e-4         |
     277.14      | 3.083e-4   |                |                 | 1.851e-5         |                |                 | 2.898e-4         |
     277.19      | 2.827e-4   |                |                 | 5.842e-6         |                |                 | 2.769e-4         |
     277.24      | 2.496e-4   |                |                 | 1.727e-6         |                |                 | 2.479e-4         |
     277.29      | 2.084e-4   |                |                 | 4.780e-7         |                |                 | 2.079e-4         |
     277.34      | 1.635e-4   |                |                 | 1.239e-7         |                |                 | 1.634e-4         |
     277.39      | 1.204e-4   |                |                 | 3.010e-8         |                |                 | 1.203e-4         |
     277.44      | 8.303e-5   |                |                 | 6.847e-9         |                |                 | 8.302e-5         |
     277.49      | 5.368e-5   |                |                 | 1.459e-9         |                |                 | 5.367e-5         |
     277.54      | 3.251e-5   |                |                 | 2.911e-10        |                |                 | 3.251e-5         |
     277.59      | 1.845e-5   |                |                 | 5.442e-11        |                |                 | 1.845e-5         |
     277.64      | 9.813e-6   |                |                 | 9.527e-12        |                |                 | 9.813e-6         |
     277.69      | 4.889e-6   |                |                 | 1.562e-12        |                |                 | 4.889e-6         |
     277.74      | 2.283e-6   |                |                 | 2.399e-13        |                |                 | 2.283e-6         |
     277.79      | 9.985e-7   |                |                 | 3.452e-14        |                |                 | 9.985e-7         |
     277.84      | 4.093e-7   |                |                 | 4.651e-15        |                |                 | 4.093e-7         |
     277.89      | 1.572e-7   |                |                 | 5.869e-16        |                |                 | 1.572e-7         |
     277.94      | 5.656e-8   |                |                 | 6.938e-17        |                |                 | 5.656e-8         |
     277.99      | 1.908e-8   |                |                 |                  |                |                 | 1.908e-8         |
     278.04      | 6.074e-9   |                |                 |                  |                |                 | 6.074e-9         |
     278.09      | 1.991e-9   |                |                 |                  |                |                 | 1.991e-9         |
     278.14      | 1.291e-9   |                |                 |                  |                |                 | 1.291e-9         |
     278.19      | 2.986e-9   |                |                 |                  |                |                 | 2.986e-9         |
     278.24      | 9.638e-9   |                |                 |                  |                |                 | 9.638e-9         |
     278.29      | 3.030e-8   |                |                 |                  |                |                 | 3.030e-8         |
     278.34      | 8.959e-8   |                |                 |                  |                |                 | 8.959e-8         |
     278.39      | 2.485e-7   |                |                 |                  |                |                 | 2.485e-7         |
     278.44      | 6.464e-7   |                |                 |                  |                |                 | 6.464e-7         |
     278.49      | 1.577e-6   |                |                 |                  |                |                 | 1.577e-6         |
     278.54      | 3.608e-6   |                |                 |                  |                |                 | 3.608e-6         |
     278.59      | 7.742e-6   |                |                 |                  |                |                 | 7.742e-6         |
     278.64      | 1.558e-5   |                |                 |                  |                |                 | 1.558e-5         |
     278.69      | 2.940e-5   |                |                 |                  |                |                 | 2.940e-5         |
     278.74      | 5.205e-5   |                |                 |                  |                |                 | 5.205e-5         |
     278.79      | 8.640e-5   |                |                 |                  |                |                 | 8.640e-5         |
     278.84      | 1.345e-4   |                |                 |                  |                |                 | 1.345e-4         |
     278.89      | 1.964e-4   |                |                 |                  |                |                 | 1.964e-4         |
     278.94      | 2.690e-4   |                |                 |                  |                |                 | 2.690e-4         |
     278.99      | 3.455e-4   |                |                 |                  |                |                 | 3.455e-4         |
     279.04      | 4.161e-4   |                |                 |                  |                |                 | 4.161e-4         |
     279.09      | 4.701e-4   |                |                 |                  |                |                 | 4.701e-4         |
     279.14      | 4.980e-4   |                |                 |                  |                |                 | 4.980e-4         |
     279.19      | 4.948e-4   |                |                 |                  |                |                 | 4.948e-4         |
     279.24      | 4.611e-4   |                |                 |                  |                |                 | 4.611e-4         |
     279.29      | 4.030e-4   |                |                 |                  |                |                 | 4.030e-4         |
     279.34      | 3.303e-4   |                |                 |                  |                |                 | 3.303e-4         |
     279.39      | 2.539e-4   |                |                 |                  |                |                 | 2.539e-4         |
     279.44      | 1.831e-4   |                |                 |                  |                |                 | 1.831e-4         |
     279.49      | 1.238e-4   |                |                 |                  |                |                 | 1.238e-4         |
     279.54      | 7.849e-5   |                |                 |                  |                |                 | 7.849e-5         |
     279.59      | 4.669e-5   |                |                 |                  |                |                 | 4.669e-5         |
     279.64      | 2.605e-5   |                |                 |                  |                |                 | 2.605e-5         |
     279.69      | 1.364e-5   |                |                 |                  |                |                 | 1.364e-5         |
     279.74      | 6.704e-6   |                |                 |                  |                |                 | 6.704e-6         |
     279.79      | 3.097e-6   |                |                 |                  |                |                 | 3.097e-6         |
     279.84      | 1.349e-6   |                |                 |                  |                |                 | 1.349e-6         |
     279.89      | 5.573e-7   |                |                 |                  |                |                 | 5.573e-7         |
     279.94      | 2.505e-7   |                | 2.853e-8        |                  |                |                 | 2.220e-7         |
     279.99      | 3.180e-7   |                | 2.299e-7        |                  |                |                 | 8.810e-8         |
     280.04      | 1.777e-6   |                | 1.740e-6        |                  |                |                 | 3.702e-8         |
     280.09      | 1.238e-5   |                | 1.236e-5        |                  |                |                 | 1.768e-8         |
     280.14      | 8.245e-5   |                | 8.244e-5        |                  |                |                 | 9.836e-9         |
     280.19      | 5.163e-4   |                | 5.163e-4        |                  |                |                 | 6.078e-9         |
     280.24      | 3.036e-3   |                | 3.036e-3        |                  |                |                 | 3.910e-9         |
     280.29      | 1.676e-2   |                | 1.676e-2        |                  |                |                 | 2.586e-9         |
     280.34      | 8.687e-2   |                | 8.687e-2        |                  |                |                 | 2.069e-9         |
     280.39      | 4.228e-1   |                | 4.228e-1        |                  |                |                 | 3.045e-9         |
     280.44      | 1.932e+0   |                | 1.932e+0        |                  |                |                 | 8.018e-9         |
     280.49      | 8.288e+0   |                | 8.288e+0        |                  |                |                 | 2.457e-8         |
     280.54      | 3.338e+1   |                | 3.338e+1        |                  |                |                 | 7.360e-8         |
     280.59      | 1.263e+2   |                | 1.263e+2        |                  |                |                 | 2.084e-7         |
     280.64      | 4.483e+2   |                | 4.483e+2        |                  |                |                 | 5.544e-7         |
     280.69      | 1.495e+3   |                | 1.495e+3        |                  |                |                 | 1.385e-6         |
     280.74      | 4.679e+3   |                | 4.679e+3        |                  |                |                 | 3.249e-6         |
     280.79      | 1.375e+4   |                | 1.375e+4        |                  |                |                 | 7.153e-6         |
     280.84      | 3.794e+4   |                | 3.794e+4        |                  |                |                 | 1.479e-5         |
     280.89      | 9.830e+4   |                | 9.830e+4        |                  |                |                 | 2.870e-5         |
     280.94      | 2.391e+5   |                | 2.391e+5        |                  |                |                 | 5.229e-5         |
     280.99      | 5.461e+5   |                | 5.461e+5        |                  |                |                 | 8.944e-5         |
     281.04      | 1.171e+6   |                | 1.171e+6        |                  |                |                 | 1.436e-4         |
     281.09      | 2.358e+6   |                | 2.358e+6        |                  |                |                 | 2.165e-4         |
     281.14      | 4.457e+6   |                | 4.457e+6        |                  |                |                 | 3.064e-4         |
     281.19      | 7.911e+6   |                | 7.911e+6        |                  |                |                 | 4.071e-4         |
     281.24      | 1.318e+7   |                | 1.318e+7        |                  |                |                 | 5.078e-4         |
     281.29      | 2.062e+7   |                | 2.062e+7        |                  |                |                 | 5.946e-4         |
     281.34      | 3.030e+7   |                | 3.030e+7        |                  |                |                 | 6.537e-4         |
     281.39      | 4.179e+7   |                | 4.179e+7        |                  |                |                 | 6.747e-4         |
     281.44      | 5.411e+7   |                | 5.411e+7        |                  |                |                 | 6.537e-4         |
     281.49      | 6.579e+7   |                | 6.579e+7        |                  |                |                 | 5.946e-4         |
     281.54      | 7.511e+7   |                | 7.511e+7        |                  |                |                 | 5.078e-4         |
     281.59      | 8.050e+7   |                | 8.050e+7        |                  |                |                 | 4.071e-4         |
     281.64      | 8.101e+7   |                | 8.101e+7        |                  |                |                 | 3.064e-4         |
     281.69      | 7.654e+7   |                | 7.654e+7        |                  |                |                 | 2.165e-4         |
     281.74      | 6.790e+7   |                | 6.790e+7        |                  |                |                 | 1.436e-4         |
     281.79      | 5.655e+7   |                | 5.655e+7        |                  |                |                 | 8.945e-5         |
     281.84      | 4.423e+7   |                | 4.423e+7        |                  |                |                 | 5.230e-5         |
     281.89      | 3.247e+7   |                | 3.247e+7        |                  |                |                 | 2.871e-5         |
     281.94      | 2.239e+7   |                | 2.239e+7        |                  |                |                 | 1.480e-5         |
     281.99      | 1.449e+7   |                | 1.449e+7        |                  |                |                 | 7.165e-6         |
     282.04      | 8.806e+6   |                | 8.806e+6        |                  |                |                 | 3.260e-6         |
     282.09      | 5.024e+6   |                | 5.024e+6        |                  |                |                 | 1.396e-6         |
     282.14      | 2.692e+6   |                | 2.692e+6        |                  |                |                 | 5.647e-7         |
     282.19      | 1.354e+6   |                | 1.354e+6        |                  |                |                 | 2.179e-7         |
     282.24      | 6.394e+5   |                | 6.394e+5        |                  |                |                 | 8.238e-8         |
     282.29      | 2.835e+5   |                | 2.835e+5        |                  |                |                 | 3.258e-8         |
     282.34      | 1.180e+5   |                | 1.180e+5        |                  |                |                 | 1.525e-8         |
     282.39      | 4.613e+4   |                | 4.613e+4        |                  |                |                 | 9.393e-9         |
     282.44      | 1.693e+4   |                | 1.693e+4        |                  |                |                 | 7.347e-9         |
     282.49      | 5.834e+3   |                | 5.834e+3        |                  |                |                 | 6.497e-9         |
     282.54      | 1.887e+3   |                | 1.887e+3        |                  |                |                 | 6.024e-9         |
     282.59      | 5.733e+2   |                | 5.733e+2        |                  |                |                 | 5.698e-9         |
     282.64      | 1.635e+2   |                | 1.635e+2        |                  |                |                 | 5.451e-9         |
     282.69      | 4.378e+1   |                | 4.378e+1        |                  |                |                 | 5.244e-9         |
     282.74      | 1.101e+1   |                | 1.101e+1        |                  |                |                 | 5.025e-9         |
     282.79      | 2.598e+0   |                | 2.598e+0        |                  |                |                 | 4.741e-9         |
     282.84      | 5.758e-1   |                | 5.758e-1        |                  |                |                 | 4.349e-9         |
     282.89      | 1.198e-1   |                | 1.198e-1        |                  |                |                 | 3.839e-9         |
     282.94      | 2.341e-2   |                | 2.341e-2        |                  |                |                 | 3.234e-9         |
     282.99      | 4.294e-3   |                | 4.294e-3        |                  |                |                 | 2.586e-9         |
     283.04      | 7.395e-4   |                | 7.395e-4        |                  |                |                 | 1.956e-9         |
     283.09      | 1.196e-4   |                | 1.196e-4        |                  |                |                 | 1.395e-9         |
     283.14      | 1.816e-5   |                | 1.816e-5        |                  |                |                 | 9.369e-10        |
     283.19      | 2.589e-6   |                | 2.588e-6        |                  |                |                 | 5.921e-10        |
     283.24      | 3.467e-7   |                | 3.464e-7        |                  |                |                 | 3.519e-10        |
     283.29      | 4.372e-8   |                | 4.353e-8        |                  |                |                 | 1.966e-10        |
     283.34      | 1.032e-10  |                |                 |                  |                |                 | 1.032e-10        |
     283.39      | 5.105e-11  |                |                 |                  |                |                 | 5.105e-11        |
     283.44      | 2.408e-11  |                |                 |                  |                |                 | 2.408e-11        |
     283.49      | 1.171e-11  |                |                 |                  |                |                 | 1.171e-11        |
     283.54      | 8.127e-12  |                |                 |                  |                |                 | 8.127e-12        |
     283.59      | 1.166e-11  |                |                 |                  |                |                 | 1.166e-11        |
     283.64      | 2.479e-11  |                |                 |                  |                |                 | 2.479e-11        |
     283.69      | 5.508e-11  |                |                 |                  |                |                 | 5.508e-11        |
     283.74      | 1.173e-10  |                |                 |                  |                |                 | 1.173e-10        |
     283.79      | 2.360e-10  |                |                 |                  |                |                 | 2.360e-10        |
     283.84      | 4.481e-10  |                |                 |                  |                |                 | 4.481e-10        |
     283.89      | 8.030e-10  |                |                 |                  |                |                 | 8.030e-10        |
     283.94      | 1.359e-9   |                |                 |                  |                |                 | 1.359e-9         |
     283.99      | 2.175e-9   |                |                 |                  |                |                 | 2.175e-9         |
     284.04      | 3.294e-9   |                |                 |                  |                |                 | 3.294e-9         |
     284.09      | 4.727e-9   |                |                 |                  |                |                 | 4.727e-9         |
     284.14      | 6.437e-9   |                |                 |                  |                |                 | 6.437e-9         |
     284.19      | 8.326e-9   |                |                 |                  |                |                 | 8.326e-9         |
     284.24      | 1.024e-8   |                |                 |                  |                |                 | 1.024e-8         |
     284.29      | 1.199e-8   |                |                 |                  |                |                 | 1.199e-8         |
     284.34      | 1.338e-8   |                |                 |                  |                |                 | 1.338e-8         |
     284.39      | 1.423e-8   |                |                 |                  |                |                 | 1.423e-8         |
     284.44      | 1.442e-8   |                |                 |                  |                |                 | 1.442e-8         |
     284.49      | 1.392e-8   |                |                 |                  |                |                 | 1.392e-8         |
     284.54      | 1.279e-8   |                |                 |                  |                |                 | 1.279e-8         |
     284.59      | 1.118e-8   |                |                 |                  |                |                 | 1.118e-8         |
     284.64      | 9.287e-9   |                |                 |                  |                |                 | 9.287e-9         |
     284.69      | 7.320e-9   |                |                 |                  |                |                 | 7.320e-9         |
     284.74      | 5.469e-9   |                |                 |                  |                |                 | 5.469e-9         |
     284.79      | 3.867e-9   |                |                 |                  |                |                 | 3.867e-9         |
     284.84      | 2.586e-9   |                |                 |                  |                |                 | 2.586e-9         |
     284.89      | 1.634e-9   |                |                 |                  |                |                 | 1.634e-9         |
     284.94      | 9.744e-10  |                |                 |                  |                |                 | 9.744e-10        |
     284.99      | 5.480e-10  |                |                 |                  |                |                 | 5.480e-10        |
     285.04      | 2.906e-10  |                |                 |                  |                |                 | 2.906e-10        |
     285.09      | 1.451e-10  |                |                 |                  |                |                 | 1.451e-10        |
     285.14      | 6.827e-11  |                |                 |                  |                |                 | 6.827e-11        |
     285.19      | 3.023e-11  |                |                 |                  |                |                 | 3.023e-11        |
     285.24      | 1.262e-11  |                |                 |                  |                |                 | 1.262e-11        |
     285.29      | 5.038e-12  |                |                 |                  |                |                 | 5.038e-12        |
     285.34      | 2.320e-12  |                |                 |                  |                |                 | 2.320e-12        |
     285.39      | 3.008e-12  |                |                 |                  |                |                 | 3.008e-12        |
     285.44      | 1.089e-11  |                |                 |                  |                |                 | 1.089e-11        |
     285.49      | 4.524e-11  |                |                 |                  |                |                 | 4.524e-11        |
     285.54      | 1.798e-10  |                |                 |                  |                |                 | 1.798e-10        |
     285.59      | 6.734e-10  |                |                 |                  |                |                 | 6.734e-10        |
     285.64      | 2.373e-9   |                |                 |                  |                |                 | 2.373e-9         |
     285.69      | 7.870e-9   |                |                 |                  |                |                 | 7.870e-9         |
     285.74      | 2.456e-8   |                |                 |                  |                |                 | 2.456e-8         |
     285.79      | 7.211e-8   |                |                 |                  |                |                 | 7.211e-8         |
     285.84      | 1.993e-7   |                |                 |                  |                |                 | 1.993e-7         |
     285.89      | 5.182e-7   |                |                 |                  |                |                 | 5.182e-7         |
     285.94      | 1.268e-6   |                |                 |                  |                |                 | 1.268e-6         |
     285.99      | 2.922e-6   |                |                 |                  |                |                 | 2.922e-6         |
     286.04      | 6.338e-6   |                |                 |                  |                |                 | 6.338e-6         |
     286.09      | 1.294e-5   |                |                 |                  |                |                 | 1.294e-5         |
     286.14      | 2.490e-5   |                |                 |                  |                |                 | 2.490e-5         |
     286.19      | 4.516e-5   |                |                 |                  |                |                 | 4.516e-5         |
     286.24      | 7.723e-5   |                |                 |                  |                |                 | 7.723e-5         |
     286.29      | 1.247e-4   |                |                 |                  |                |                 | 1.247e-4         |
     286.34      | 1.906e-4   |                |                 |                  |                |                 | 1.906e-4         |
     286.39      | 2.762e-4   |                |                 |                  |                |                 | 2.762e-4         |
     286.44      | 3.809e-4   |                |                 |                  |                |                 | 3.809e-4         |
     286.49      | 5.021e-4   |                |                 |                  |                |                 | 5.021e-4         |
     286.54      | 6.363e-4   |                |                 |                  |                |                 | 6.363e-4         |
     286.59      | 7.804e-4   |                |                 |                  |                |                 | 7.804e-4         |
     286.64      | 9.321e-4   |                |                 |                  |                |                 | 9.321e-4         |
     286.69      | 1.090e-3   |                |                 |                  |                |                 | 1.090e-3         |
     286.74      | 1.251e-3   |                |                 |                  |                |                 | 1.251e-3         |
     286.79      | 1.409e-3   |                |                 |                  |                |                 | 1.409e-3         |
     286.84      | 1.550e-3   |                |                 |                  |                |                 | 1.550e-3         |
     286.89      | 1.655e-3   |                |                 |                  |                |                 | 1.655e-3         |
     286.94      | 1.705e-3   |                |                 |                  |                |                 | 1.705e-3         |
     286.99      | 1.684e-3   |                |                 |                  |                |                 | 1.684e-3         |
     287.04      | 1.587e-3   |                |                 |                  |                |                 | 1.587e-3         |
     287.09      | 1.421e-3   |                |                 |                  |                |                 | 1.421e-3         |
     287.14      | 1.204e-3   |                |                 |                  |                |                 | 1.204e-3         |
     287.19      | 9.652e-4   |                |                 |                  |                |                 | 9.652e-4         |
     287.24      | 7.302e-4   |                |                 |                  |                |                 | 7.302e-4         |
     287.29      | 5.209e-4   |                |                 |                  |                |                 | 5.209e-4         |
     287.34      | 3.504e-4   |                |                 |                  |                |                 | 3.504e-4         |
     287.39      | 2.225e-4   |                |                 |                  |                |                 | 2.225e-4         |
     287.44      | 1.343e-4   |                |                 |                  |                |                 | 1.343e-4         |
     287.49      | 7.919e-5   |                |                 |                  |                |                 | 7.919e-5         |
     287.54      | 5.034e-5   |                |                 |                  |                |                 | 5.034e-5         |
     287.59      | 4.286e-5   |                |                 |                  |                |                 | 4.286e-5         |
     287.64      | 5.527e-5   |                |                 |                  |                |                 | 5.527e-5         |
     287.69      | 8.980e-5   |                |                 |                  |                |                 | 8.980e-5         |
     287.74      | 1.518e-4   |                |                 |                  |                |                 | 1.518e-4         |
     287.79      | 2.482e-4   |                |                 |                  |                |                 | 2.482e-4         |
